timestamp_ms,value,lead_ok,ax100,ay100,az100,motion_flag
1589619,576,1,0,0,0,0
1589627,561,1,0,0,0,0
1589635,555,1,0,0,0,0
1589643,557,1,0,0,0,0
1589651,553,1,0,0,0,0
1589659,553,1,0,0,0,0
1589667,541,1,0,0,0,0
1589675,545,1,0,0,0,0
1589683,552,1,0,0,0,0
1589691,532,1,0,0,0,0
1589699,488,1,0,0,0,0
1589707,381,1,0,0,0,0
1589715,376,1,0,0,0,0
1589723,591,1,0,0,0,0
1589731,932,1,0,0,0,0
1589739,785,1,0,0,0,0
1589747,609,1,0,0,0,0
1589755,720,1,0,0,0,0
1589763,690,1,0,0,0,0
1589771,568,1,0,0,0,0
1589779,523,1,0,0,0,0
1589787,509,1,0,0,0,0
1589795,507,1,0,0,0,0
1589803,497,1,0,0,0,0
1589811,498,1,0,0,0,0
1589819,508,1,0,0,0,0
1589827,506,1,0,0,0,0
1589835,504,1,0,0,0,0
1589843,508,1,0,0,0,0
1589851,505,1,0,0,0,0
1589859,511,1,0,0,0,0
1589867,506,1,0,0,0,0
1589875,506,1,0,0,0,0
1589883,516,1,0,0,0,0
1589891,514,1,0,0,0,0
1589899,525,1,0,0,0,0
1589907,523,1,0,0,0,0
1589915,526,1,0,0,0,0
1589923,533,1,0,0,0,0
1589931,536,1,0,0,0,0
1589939,555,1,0,0,0,0
1589947,557,1,0,0,0,0
1589955,567,1,0,0,0,0
1589963,580,1,0,0,0,0
1589971,580,1,0,0,0,0
1589979,590,1,0,0,0,0
1589987,596,1,0,0,0,0
1589995,595,1,0,0,0,0
1590003,582,1,0,0,0,0
1590011,568,1,0,0,0,0
1590019,569,1,0,0,0,0
1590027,548,1,0,0,0,0
1590035,543,1,0,0,0,0
1590043,533,1,0,0,0,0
1590051,529,1,0,0,0,0
1590059,534,1,0,0,0,0
1590067,524,1,0,0,0,0
1590075,524,1,0,0,0,0
1590083,525,1,0,0,0,0
1590091,526,1,0,0,0,0
1590099,529,1,0,0,0,0
1590107,521,1,0,0,0,0
1590115,522,1,0,0,0,0
1590123,522,1,0,0,0,0
1590131,518,1,0,0,0,0
1590139,522,1,0,0,0,0
1590147,522,1,0,0,0,0
1590155,525,1,0,0,0,0
1590163,528,1,0,0,0,0
1590171,528,1,0,0,0,0
1590179,525,1,0,0,0,0
1590187,525,1,0,0,0,0
1590195,526,1,0,0,0,0
1590203,530,1,0,0,0,0
1590211,530,1,0,0,0,0
1590219,535,1,0,0,0,0
1590227,536,1,0,0,0,0
1590235,538,1,0,0,0,0
1590243,540,1,0,0,0,0
1590251,532,1,0,0,0,0
1590259,543,1,0,0,0,0
1590267,540,1,0,0,0,0
1590275,549,1,0,0,0,0
1590283,546,1,0,0,0,0
1590291,542,1,0,0,0,0
1590299,553,1,0,0,0,0
1590307,553,1,0,0,0,0
1590315,546,1,0,0,0,0
1590323,543,1,0,0,0,0
1590331,547,1,0,0,0,0
1590339,553,1,0,0,0,0
1590347,553,1,0,0,0,0
1590355,549,1,0,0,0,0
1590363,553,1,0,0,0,0
1590371,553,1,0,0,0,0
1590379,555,1,0,0,0,0
1590387,549,1,0,0,0,0
1590395,546,1,0,0,0,0
1590403,553,1,0,0,0,0
1590411,555,1,0,0,0,0
1590419,560,1,0,0,0,0
1590427,550,1,0,0,0,0
1590435,552,1,0,0,0,0
1590443,553,1,0,0,0,0
1590451,553,1,0,0,0,0
1590459,556,1,0,0,0,0
1590467,552,1,0,0,0,0
1590475,546,1,0,0,0,0
1590483,552,1,0,0,0,0
1590491,561,1,0,0,0,0
1590499,566,1,0,0,0,0
1590507,557,1,0,0,0,0
1590515,557,1,0,0,0,0
1590523,570,1,0,0,0,0
1590531,582,1,0,0,0,0
1590539,582,1,0,0,0,0
1590547,572,1,0,0,0,0
1590555,571,1,0,0,0,0
1590563,560,1,0,0,0,0
1590571,549,1,0,0,0,0
1590579,559,1,0,0,0,0
1590587,554,1,0,0,0,0
1590595,545,1,0,0,0,0
1590603,550,1,0,0,0,0
1590611,546,1,0,0,0,0
1590619,537,1,0,0,0,0
1590627,484,1,0,0,0,0
1590635,386,1,0,0,0,0
1590643,370,1,0,0,0,0
1590651,566,1,0,0,0,0
1590659,914,1,0,0,0,0
1590667,785,1,0,0,0,0
1590675,627,1,0,0,0,0
1590683,747,1,0,0,0,0
1590691,696,1,0,0,0,0
1590699,568,1,0,0,0,0
1590708,518,1,0,0,0,0
1590716,508,1,0,0,0,0
1590724,511,1,0,0,0,0
1590732,502,1,0,0,0,0
1590740,502,1,0,0,0,0
1590748,506,1,0,0,0,0
1590756,506,1,0,0,0,0
1590764,513,1,0,0,0,0
1590772,505,1,0,0,0,0
1590780,505,1,0,0,0,0
1590788,511,1,0,0,0,0
1590796,513,1,0,0,0,0
1590804,514,1,0,0,0,0
1590812,513,1,0,0,0,0
1590820,518,1,0,0,0,0
1590828,528,1,0,0,0,0
1590836,526,1,0,0,0,0
1590844,530,1,0,0,0,0
1590852,526,1,0,0,0,0
1590860,543,1,0,0,0,0
1590868,550,1,0,0,0,0
1590876,560,1,0,0,0,0
1590884,572,1,0,0,0,0
1590892,576,1,0,0,0,0
1590900,579,1,0,0,0,0
1590908,582,1,0,0,0,0
1590916,589,1,0,0,0,0
1590924,589,1,0,0,0,0
1590932,580,1,0,0,0,0
1590940,577,1,0,0,0,0
1590948,564,1,0,0,0,0
1590956,547,1,0,0,0,0
1590964,546,1,0,0,0,0
1590972,537,1,0,0,0,0
1590980,533,1,0,0,0,0
1590988,525,1,0,0,0,0
1590996,525,1,0,0,0,0
1591004,522,1,0,0,0,0
1591012,517,1,0,0,0,0
1591020,524,1,0,0,0,0
1591028,523,1,0,0,0,0
1591036,520,1,0,0,0,0
