timestamp_ms,value,lead_ok
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146805,526,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146809,524,1
146813,529,1
146817,534,1
146821,536,1
146825,534,1
146829,531,1
146833,528,1
146837,531,1
146841,534,1
146845,535,1
146849,533,1
146853,532,1
146857,533,1
146861,532,1
146865,532,1
146869,533,1
146873,533,1
146877,533,1
146881,533,1
146885,531,1
146889,531,1
146893,533,1
146897,542,1
146901,549,1
146905,553,1
146909,555,1
146913,559,1
146917,560,1
146921,562,1
146925,557,1
146929,547,1
146933,545,1
146937,547,1
146941,545,1
146945,540,1
146949,534,1
146953,532,1
146957,533,1
146961,532,1
146965,526,1
146969,522,1
146973,523,1
146977,528,1
146981,532,1
146985,531,1
146989,528,1
146993,521,1
146997,508,1
147001,492,1
147005,466,1
147009,428,1
147013,388,1
147017,386,1
147021,433,1
147025,520,1
147029,655,1
147033,814,1
147037,879,1
147041,798,1
147045,642,1
147049,530,1
147053,522,1
147057,582,1
147061,637,1
147065,649,1
147069,629,1
147073,586,1
147077,544,1
147081,523,1
147085,513,1
147089,505,1
147093,500,1
147097,498,1
147101,502,1
147105,499,1
147109,494,1
147113,498,1
147117,505,1
147121,506,1
147125,504,1
147129,499,1
147133,501,1
147137,507,1
147141,508,1
147145,504,1
147149,499,1
147153,502,1
147157,508,1
147161,512,1
147165,509,1
147169,506,1
147173,506,1
147177,507,1
147181,514,1
147185,517,1
147189,517,1
147193,519,1
147197,521,1
147201,522,1
147205,522,1
147209,518,1
147213,519,1
147217,523,1
147221,532,1
147225,534,1
147229,536,1
147233,541,1
147237,545,1
147241,547,1
147245,549,1
147249,553,1
147253,557,1
147257,562,1
147261,568,1
147265,572,1
147269,576,1
147273,577,1
147277,579,1
147281,580,1
147285,580,1
147289,577,1
147293,574,1
147297,576,1
147301,573,1
147305,569,1
147309,562,1
147313,556,1
147317,547,1
147321,543,1
147325,535,1
147329,528,1
147333,526,1
147337,526,1
147341,523,1
147345,517,1
147349,514,1
147353,517,1
147357,514,1
147361,512,1
147365,512,1
147369,509,1
147373,512,1
147377,516,1
147381,518,1
147385,517,1
147389,513,1
147393,509,1
147397,510,1
147401,514,1
147405,509,1
147409,504,1
147413,504,1
147417,508,1
147421,512,1
147425,516,1
147429,518,1
147433,517,1
147437,514,1
147441,514,1
147445,513,1
147449,512,1
147453,516,1
147457,517,1
147461,517,1
147465,517,1
147469,516,1
147473,517,1
147477,519,1
147481,521,1
147485,522,1
147489,521,1
147493,521,1
147497,521,1
147501,522,1
147505,526,1
147509,532,1
147513,535,1
147517,535,1
147521,535,1
147525,531,1
147529,531,1
147533,532,1
147537,532,1
147541,534,1
147545,536,1
147549,534,1
147553,532,1
147557,534,1
147561,536,1
147565,535,1
147569,533,1
147573,535,1
147577,535,1
147581,535,1
147585,536,1
147589,536,1
147593,538,1
147597,541,1
147601,544,1
147605,545,1
147609,536,1
147613,535,1
147617,545,1
147621,553,1
147625,559,1
147629,561,1
147633,567,1
147637,564,1
147641,567,1
147645,566,1
147649,560,1
147653,553,1
147657,552,1
147661,553,1
147665,546,1
147669,536,1
147673,535,1
147677,535,1
147681,541,1
147685,544,1
147689,544,1
147693,543,1
147697,542,1
147701,543,1
147705,541,1
147709,535,1
147713,533,1
147717,523,1
147721,508,1
147725,486,1
147729,448,1
147733,404,1
147737,396,1
147741,427,1
147745,497,1
147749,615,1
147753,774,1
147757,897,1
148898,524,1
148902,526,1
148906,528,1
148910,525,1
148914,524,1
148918,525,1
148922,526,1
148926,529,1
148930,528,1
148934,525,1
148938,526,1
148942,528,1
148934,525,1
148938,526,1
148942,528,1
148946,530,1
148950,531,1
148954,533,1
148958,535,1
148962,536,1
148966,538,1
148970,538,1
148974,537,1
148978,542,1
148982,545,1
148986,546,1
148990,547,1
148994,549,1
148998,554,1
149002,561,1
149006,571,1
149010,571,1
149014,567,1
149018,561,1
149022,555,1
149026,553,1
149030,547,1
149034,542,1
149038,537,1
149042,534,1
149046,540,1
149050,544,1
149054,541,1
149058,535,1
149062,533,1
149066,533,1
149070,537,1
149074,540,1
149078,540,1
149082,538,1
149086,535,1
149090,526,1
149094,507,1
149098,488,1
149102,460,1
149106,423,1
149110,401,1
149114,415,1
149118,475,1
149122,590,1
149126,751,1
149130,890,1
149134,882,1
149138,748,1
149142,609,1
149146,562,1
149150,605,1
149154,655,1
149158,665,1
149162,648,1
149166,607,1
149170,557,1
149174,525,1
149178,509,1
149182,504,1
149186,505,1
149190,504,1
149194,502,1
149198,502,1
149202,502,1
149206,502,1
149210,502,1
149214,501,1
149218,502,1
149222,505,1
149226,508,1
149230,512,1
149234,510,1
149238,509,1
149242,509,1
149246,512,1
149250,513,1
149254,512,1
149258,512,1
149262,513,1
149266,516,1
149270,517,1
149274,514,1
149278,514,1
149282,518,1
149286,522,1
149290,522,1
149294,519,1
149298,523,1
149302,532,1
149306,538,1
149310,541,1
149314,538,1
149318,538,1
149322,542,1
149326,547,1
149330,555,1
149334,560,1
149338,562,1
149342,566,1
149346,569,1
149350,574,1
149354,572,1
149358,570,1
149362,573,1
149366,583,1
149370,586,1
149374,583,1
149378,582,1
149382,584,1
149386,584,1
149390,581,1
149394,574,1
149398,567,1
149402,560,1
149406,554,1
149410,547,1
149414,543,1
149418,542,1
149422,536,1
149426,529,1
149430,521,1
149434,519,1
149438,518,1
149442,519,1
149446,518,1
149450,516,1
149454,516,1
149458,517,1
149462,518,1
149466,519,1
149470,518,1
149474,514,1
149478,514,1
149482,518,1
149486,522,1
149490,521,1
149494,516,1
149498,514,1
149502,514,1
149506,513,1
149510,512,1
149514,509,1
149518,507,1
149522,507,1
149526,508,1
149530,513,1
149534,513,1
149538,509,1
149542,513,1
149546,519,1
149550,521,1
149554,519,1
149558,519,1
149562,519,1
149566,523,1
149570,528,1
149574,531,1
149578,531,1
149582,526,1
149586,526,1
149590,526,1
149594,521,1
149598,518,1
149602,521,1
149606,528,1
149610,529,1
149614,526,1
149618,528,1
149622,528,1
149626,531,1
149630,534,1
149634,535,1
149638,534,1
149642,535,1
149646,541,1
149650,545,1
149654,543,1
149658,536,1
149662,533,1
149666,536,1
149670,543,1
149674,547,1
149678,555,1
149682,562,1
149686,567,1
149690,564,1
149694,556,1
149698,553,1
149702,546,1
149706,543,1
149710,543,1
149714,538,1
149718,536,1
149722,536,1
149726,537,1
149730,538,1
149734,537,1
149738,535,1
149742,533,1
149746,532,1
149750,532,1
149754,535,1
149758,541,1
149762,538,1
149766,529,1
149770,514,1
149774,495,1
149778,470,1
149782,436,1
149786,406,1
149790,415,1
149794,466,1
149798,562,1
149802,709,1
149806,846,1
149810,859,1
149814,739,1
149818,597,1
149822,534,1
149826,570,1
149830,632,1
149834,655,1
149838,644,1
149842,609,1
149846,567,1
149850,534,1
149854,516,1
149858,509,1
149862,507,1
149866,508,1
149870,508,1
149874,508,1
149878,508,1
149882,511,1
149886,512,1
149890,512,1
149894,513,1
149898,510,1
149902,513,1
149906,519,1
149910,523,1
149914,521,1
149918,517,1
149922,514,1
149926,512,1
149930,513,1
149934,514,1
149938,516,1
149942,519,1
149946,521,1
149950,519,1
149954,519,1
149958,522,1
149962,523,1
149966,529,1
149970,532,1
149974,534,1
149978,536,1
149982,542,1
149986,545,1
149990,545,1
149994,543,1
149998,544,1
150002,546,1
150006,552,1
150010,553,1
150014,555,1
150018,560,1
150022,567,1
150026,572,1
150030,580,1
150034,581,1
150038,582,1
150042,581,1
150046,582,1
150050,583,1
150054,585,1
150058,585,1
150062,581,1
150066,573,1
150070,569,1
150074,564,1
150078,557,1
150082,552,1
150086,549,1
150090,543,1
150094,532,1
150098,522,1
150102,519,1
150106,519,1
150110,522,1
150114,521,1
150118,519,1
150122,519,1
150126,516,1
150130,509,1
150134,507,1
150138,507,1
150142,507,1
150146,507,1
150150,507,1
150154,508,1
150158,508,1
150162,508,1
150166,507,1
150170,510,1
150174,513,1
150178,513,1
150182,513,1
150186,513,1
150190,513,1
150194,508,1
150198,505,1
150202,505,1
150206,510,1
150210,517,1
150214,521,1
150218,526,1
150222,523,1
150226,521,1
150230,519,1
150234,509,1
150238,506,1
150242,509,1
150246,511,1
150251,517,1
150255,517,1
150259,516,1
150263,516,1
150267,519,1
150271,526,1
150275,528,1
150279,526,1
150283,528,1
150287,532,1
150291,532,1
150295,525,1
150299,521,1
150303,523,1
150307,523,1
150311,525,1
150315,523,1
150319,525,1
150323,528,1
150327,530,1
150331,533,1
150335,533,1
150339,534,1
150343,538,1
150347,541,1
150351,536,1
150355,530,1
150359,529,1
150363,529,1
150367,533,1
150371,536,1
150375,534,1
150379,531,1
150383,528,1
150387,532,1
150391,536,1
150395,538,1
150399,541,1
150403,541,1
150407,541,1
150411,538,1
150415,545,1
150419,550,1
150423,554,1
150427,559,1
150431,562,1
150435,562,1
150439,561,1
150443,558,1
150447,553,1
150451,546,1
150455,541,1
150459,536,1
150463,538,1
150467,540,1
150471,537,1
150475,534,1
150479,533,1
150483,536,1
150487,546,1
150491,554,1
150495,553,1
150499,541,1
150503,526,1
150507,508,1
150511,498,1
150515,488,1
150519,476,1
150523,459,1
150527,417,1
150531,393,1
150535,402,1
150539,449,1
150543,550,1
150547,692,1
150551,848,1
150555,883,1
150559,766,1
150563,615,1
150567,541,1
150571,576,1
150575,637,1
150579,661,1
150583,648,1
150587,607,1
150591,554,1
150595,517,1
150599,502,1
150603,498,1
150607,499,1
150611,502,1
150615,504,1
150619,504,1
150623,501,1
150627,500,1
150631,499,1
150635,497,1
150639,496,1
150643,497,1
150647,499,1
150651,499,1
150655,497,1
150659,496,1
150663,496,1
150667,499,1
150671,501,1
150675,499,1
150679,502,1
150683,505,1
150687,505,1
150691,509,1
150695,512,1
150699,512,1
150703,513,1
150707,513,1
150711,516,1
150715,517,1
150719,518,1
150723,521,1
150727,522,1
150731,524,1
150735,528,1
150739,529,1
150743,529,1
150747,533,1
150751,536,1
150755,542,1
150759,545,1
150763,546,1
150767,552,1
150771,558,1
150775,561,1
150779,562,1
150783,568,1
150787,571,1
150791,571,1
150795,571,1
150799,569,1
150803,569,1
150807,569,1
150811,567,1
150815,562,1
150819,560,1
150823,554,1
150827,549,1
150831,545,1
150835,537,1
150839,532,1
150843,528,1
150847,526,1
150851,525,1
150855,521,1
150859,517,1
150863,514,1
150867,509,1
150871,509,1
