timestamp_ms,value,lead_ok,ax100,ay100,az100,motion_flag
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720904,532,1,0,0,0,0
1720912,524,1,0,0,0,0
1720920,523,1,0,0,0,0
1720928,517,1,0,0,0,0
1720936,519,1,0,0,0,0
1720944,519,1,0,0,0,0
1720952,514,1,0,0,0,0
1720960,519,1,0,0,0,0
1720968,516,1,0,0,0,0
1720976,512,1,0,0,0,0
1720984,512,1,0,0,0,0
1720992,516,1,0,0,0,0
1721000,523,1,0,0,0,0
1721008,517,1,0,0,0,0
1721016,516,1,0,0,0,0
1721024,519,1,0,0,0,0
1721032,521,1,0,0,0,0
1721041,523,1,0,0,0,0
1721049,517,1,0,0,0,0
1721057,519,1,0,0,0,0
1721065,525,1,0,0,0,0
1721073,522,1,0,0,0,0
1721081,523,1,0,0,0,0
1721089,524,1,0,0,0,0
1721097,528,1,0,0,0,0
1721105,531,1,0,0,0,0
1721113,529,1,0,0,0,0
1721121,533,1,0,0,0,0
1721129,534,1,0,0,0,0
1721137,534,1,0,0,0,0
1721145,538,1,0,0,0,0
1721153,535,1,0,0,0,0
1721161,542,1,0,0,0,0
1721169,543,1,0,0,0,0
1721177,541,1,0,0,0,0
1721185,536,1,0,0,0,0
1721193,533,1,0,0,0,0
1721201,542,1,0,0,0,0
1721209,540,1,0,0,0,0
1721217,541,1,0,0,0,0
1721225,545,1,0,0,0,0
1721233,541,1,0,0,0,0
1721241,540,1,0,0,0,0
1721249,542,1,0,0,0,0
1721257,543,1,0,0,0,0
1721265,546,1,0,0,0,0
1721273,541,1,0,0,0,0
1721281,545,1,0,0,0,0
1721289,541,1,0,0,0,0
1721297,541,1,0,0,0,0
1721305,543,1,0,0,0,0
1721313,537,1,0,0,0,0
1721321,541,1,0,0,0,0
1721329,541,1,0,0,0,0
1721337,538,1,0,0,0,0
1721345,542,1,0,0,0,0
1721353,543,1,0,0,0,0
1721361,542,1,0,0,0,0
1721369,543,1,0,0,0,0
1721377,546,1,0,0,0,0
1721385,557,1,0,0,0,0
1721393,562,1,0,0,0,0
1721401,561,1,0,0,0,0
1721409,553,1,0,0,0,0
1721417,543,1,0,0,0,0
1721425,543,1,0,0,0,0
1721433,541,1,0,0,0,0
1721441,543,1,0,0,0,0
1721449,542,1,0,0,0,0
1721457,542,1,0,0,0,0
1721465,542,1,0,0,0,0
